NDCNUM,GENERID,Prodname,Category
00378120001,100002,ACEBUTOLOL HCL,Maintenance
00904617360,100002,ACEBUTOLOL HCL,Maintenance
42291010190,100002,ACEBUTOLOL HCL,Maintenance
50268005011,100002,ACEBUTOLOL HCL,Maintenance
50268005015,100002,ACEBUTOLOL HCL,Maintenance
52544043701,100002,ACEBUTOLOL HCL,Maintenance
54868552000,100002,ACEBUTOLOL HCL,Maintenance
58016030000,100002,ACEBUTOLOL,Maintenance
58016030030,100002,ACEBUTOLOL,Maintenance
58016030060,100002,ACEBUTOLOL,Maintenance
58016030090,100002,ACEBUTOLOL,Maintenance
63629387101,100002,ACEBUTOLOL HCL,Maintenance
65162066910,100002,ACEBUTOLOL HCL,Maintenance
67857070001,100002,SECTRAL,Maintenance
00378140001,100003,ACEBUTOLOL HCL,Maintenance
42291010290,100003,ACEBUTOLOL HCL,Maintenance
50268005111,100003,ACEBUTOLOL HCL,Maintenance
50268005115,100003,ACEBUTOLOL HCL,Maintenance
52544043801,100003,ACEBUTOLOL HCL,Maintenance
65162067010,100003,ACEBUTOLOL HCL,Maintenance
67857070101,100003,SECTRAL,Maintenance
23490500707,100014,ACETAZOLAMIDE,Maintenance
51672402201,100014,ACETAZOLAMIDE,Maintenance
54569438701,100014,ACETAZOLAMIDE,Maintenance
54868281900,100014,ACETAZOLAMIDE,Maintenance
55045170304,100014,ACETAZOLAMIDE,Maintenance
55289072006,100014,ACETAZOLAMIDE,Maintenance
55289072012,100014,ACETAZOLAMIDE,Maintenance
57706075423,100014,DIAMOX,Maintenance
60429003301,100014,ACETAZOLAMIDE,Maintenance
00527105001,100015,ACETAZOLAMIDE,Maintenance
10135056701,100015,ACETAZOLAMIDE,Maintenance
42291010310,100015,ACETAZOLAMIDE,Maintenance
42291010390,100015,ACETAZOLAMIDE,Maintenance
49999089212,100015,ACETAZOLAMIDE,Maintenance
51672402301,100015,ACETAZOLAMIDE,Maintenance
54868119500,100015,ACETAZOLAMIDE,Maintenance
54868119501,100015,ACETAZOLAMIDE,Maintenance
54868119502,100015,ACETAZOLAMIDE,Maintenance
54868119503,100015,ACETAZOLAMIDE,Maintenance
54868119504,100015,ACETAZOLAMIDE,Maintenance
55289022124,100015,ACETAZOLAMIDE,Maintenance
57706075523,100015,DIAMOX,Maintenance
57866300202,100015,ACETAZOLAMIDE,Maintenance
60429003401,100015,ACETAZOLAMIDE,Maintenance
68084054101,100015,ACETAZOLAMIDE,Maintenance
68084054111,100015,ACETAZOLAMIDE,Maintenance
00555051302,100016,ACETAZOLAMIDE,Maintenance
23155012001,100016,ACETAZOLAMIDE,Maintenance
29033003001,100016,ACETAZOLAMIDE,Maintenance
51285075402,100016,DIAMOX SEQUELS,Maintenance
68084040111,100016,ACETAZOLAMIDE,Maintenance
68084040121,100016,ACETAZOLAMIDE,Maintenance
68382026101,100016,ACETAZOLAMIDE,Maintenance
00378057201,100050,ALBUTEROL SULFATE,Maintenance
00378057205,100050,ALBUTEROL SULFATE,Maintenance
23490502501,100050,ALBUTEROL SULFATE,Maintenance
51079065801,100050,ALBUTEROL SULFATE,Maintenance
51079065820,100050,ALBUTEROL SULFATE,Maintenance
52959090620,100050,ALBUTEROL,Maintenance
53489017701,100050,ALBUTEROL SULFATE,Maintenance
53489017705,100050,ALBUTEROL SULFATE,Maintenance
54569287401,100050,ALBUTEROL SULFATE,Maintenance
54868030801,100050,PROVENTIL,Maintenance
54868107403,100050,ALBUTEROL SULFATE,Maintenance
54868107405,100050,ALBUTEROL SULFATE,Maintenance
54868107407,100050,ALBUTEROL SULFATE,Maintenance
55289004530,100050,ALBUTEROL SULFATE,Maintenance
58016060300,100050,ALBUTEROL SULFATE,Maintenance
58016060312,100050,ALBUTEROL SULFATE,Maintenance
58016060315,100050,ALBUTEROL SULFATE,Maintenance
58016060320,100050,ALBUTEROL SULFATE,Maintenance
58016060324,100050,ALBUTEROL SULFATE,Maintenance
58016060330,100050,ALBUTEROL SULFATE,Maintenance
63629261101,100050,ALBUTEROL,Maintenance
63629261102,100050,ALBUTEROL,Maintenance
63629273601,100050,ALBUTEROL,Maintenance
63874048505,100050,ALBUTEROL SULFATE,Maintenance
63874048512,100050,ALBUTEROL SULFATE,Maintenance
63874048515,100050,ALBUTEROL SULFATE,Maintenance
63874048520,100050,ALBUTEROL SULFATE,Maintenance
63874048524,100050,ALBUTEROL SULFATE,Maintenance
63874048530,100050,ALBUTEROL SULFATE,Maintenance
63874048560,100050,ALBUTEROL SULFATE,Maintenance
66336028520,100050,ALBUTEROL SULFATE,Maintenance
66336028530,100050,ALBUTEROL SULFATE,Maintenance
68084095225,100050,ALBUTEROL SULFATE,Maintenance
68084095295,100050,ALBUTEROL SULFATE,Maintenance
00378412201,100051,ALBUTEROL SULFATE,Maintenance
54868554200,100051,VOSPIRE ER,Maintenance
54868554201,100051,VOSPIRE ER,Maintenance
68774040001,100051,ALBUTEROL SULFATE,Maintenance
68774060001,100051,VOSPIRE,Maintenance
00378412401,100052,ALBUTEROL SULFATE,Maintenance
68774040101,100052,ALBUTEROL SULFATE,Maintenance
68774060101,100052,VOSPIRE,Maintenance
00364063201,100064,ALLOPURINOL,Maintenance
00364063202,100064,ALLOPURINOL,Maintenance
00378013701,100064,ALLOPURINOL,Maintenance
00378013710,100064,ALLOPURINOL,Maintenance
00591554310,100064,ALLOPURINOL,Maintenance
00603211502,100064,ALLOPURINOL,Maintenance
00603211504,100064,ALLOPURINOL,Maintenance
00603211521,100064,ALLOPURINOL,Maintenance
00603211532,100064,ALLOPURINOL,Maintenance
00603211593,100064,ALLOPURINOL,Maintenance
00904261361,100064,ALLOPURINOL,Maintenance
00904626661,100064,ALLOPURINOL,Maintenance
16714004101,100064,ALLOPURINOL,Maintenance
16714004104,100064,ALLOPURINOL,Maintenance
16714004106,100064,ALLOPURINOL,Maintenance
16714004107,100064,ALLOPURINOL,Maintenance
16714004110,100064,ALLOPURINOL,Maintenance
16714004112,100064,ALLOPURINOL,Maintenance
16729013401,100064,ALLOPURINOL,Maintenance
16729013416,100064,ALLOPURINOL,Maintenance
21695083630,100064,ALLOPURINOL,Maintenance
21695083642,100064,ALLOPURINOL,Maintenance
21695083660,100064,ALLOPURINOL,Maintenance
21695083690,100064,ALLOPURINOL,Maintenance
33261081000,100064,ALLOPURINOL,Maintenance
33261081030,100064,ALLOPURINOL,Maintenance
33261081060,100064,ALLOPURINOL,Maintenance
33261081090,100064,ALLOPURINOL,Maintenance
33358001200,100064,ALLOPURINOL,Maintenance
35356085630,100064,ALLOPURINOL,Maintenance
35356085660,100064,ALLOPURINOL,Maintenance
35356085690,100064,ALLOPURINOL,Maintenance
42549050030,100064,ALLOPURINOL,Maintenance
43063007920,100064,ALLOPURINOL,Maintenance
43063007930,100064,ALLOPURINOL,Maintenance
49999037430,100064,ALLOPURINOL,Maintenance
50268006311,100064,ALLOPURINOL,Maintenance
50268006315,100064,ALLOPURINOL,Maintenance
51079020501,100064,ALLOPURINOL,Maintenance
51079020517,100064,ALLOPURINOL,Maintenance
51079020519,100064,ALLOPURINOL,Maintenance
51079020520,100064,ALLOPURINOL,Maintenance
52959047300,100064,ALLOPURINOL,Maintenance
52959047330,100064,ALLOPURINOL,Maintenance
53217018700,100064,ALLOPURINOL,Maintenance
53217018730,100064,ALLOPURINOL,Maintenance
53217018760,100064,ALLOPURINOL,Maintenance
53217018790,100064,ALLOPURINOL,Maintenance
53489015601,100064,ALLOPURINOL,Maintenance
53489015605,100064,ALLOPURINOL,Maintenance
53489015610,100064,ALLOPURINOL,Maintenance
54569023303,100064,ALLOPURINOL,Maintenance
54569023304,100064,ALLOPURINOL,Maintenance
54868007500,100064,ALLOPURINOL,Maintenance
54868007502,100064,ALLOPURINOL,Maintenance
54868007503,100064,ALLOPURINOL,Maintenance
54868007504,100064,ALLOPURINOL,Maintenance
54868007505,100064,ALLOPURINOL,Maintenance
55045194808,100064,ALLOPURINOL,Maintenance
55048000630,100064,ALLOPURINOL,Maintenance
55111072901,100064,ALLOPURINOL,Maintenance
55111072910,100064,ALLOPURINOL,Maintenance
57664043413,100064,ALLOPURINOL,Maintenance
57664043418,100064,ALLOPURINOL,Maintenance
57664043488,100064,ALLOPURINOL,Maintenance
57866302701,100064,ALLOPURINOL,Maintenance
58016094100,100064,ALLOPURINOL,Maintenance
58016094112,100064,ALLOPURINOL,Maintenance
58016094120,100064,ALLOPURINOL,Maintenance
58016094130,100064,ALLOPURINOL,Maintenance
60429018001,100064,ALLOPURINOL,Maintenance
60429018010,100064,ALLOPURINOL,Maintenance
60429018018,100064,ALLOPURINOL,Maintenance
60429018090,100064,ALLOPURINOL,Maintenance
60505251602,100064,ALLOPURINOL,Maintenance
60505251603,100064,ALLOPURINOL,Maintenance
60760011430,100064,ALLOPURINOL,Maintenance
60760011490,100064,ALLOPURINOL,Maintenance
60976099655,100064,ZYLOPRIM,Maintenance
62584098801,100064,ALLOPURINOL,Maintenance
62584098811,100064,ALLOPURINOL,Maintenance
62584098885,100064,ALLOPURINOL,Maintenance
63304053901,100064,ALLOPURINOL,Maintenance
63304053910,100064,ALLOPURINOL,Maintenance
63629167501,100064,ALLOPURINOL,Maintenance
63629167502,100064,ALLOPURINOL,Maintenance
63629167503,100064,ALLOPURINOL,Maintenance
63629167504,100064,ALLOPURINOL,Maintenance
63629167505,100064,ALLOPURINOL,Maintenance
63874075430,100064,ALLOPURINOL,Maintenance
65483099110,100064,ZYLOPRIM,Maintenance
66267066530,100064,ALLOPURINOL,Maintenance
66267066560,100064,ALLOPURINOL,Maintenance
66267066590,100064,ALLOPURINOL,Maintenance
66336053130,100064,ALLOPURINOL,Maintenance
66336053190,100064,ALLOPURINOL,Maintenance
67877012201,100064,ALLOPURINOL,Maintenance
67877012210,100064,ALLOPURINOL,Maintenance
00364063305,100065,ALLOPURINOL,Maintenance
00378018101,100065,ALLOPURINOL,Maintenance
00378018105,100065,ALLOPURINOL,Maintenance
00591554405,100065,ALLOPURINOL,Maintenance
00603211602,100065,ALLOPURINOL,Maintenance
00603211621,100065,ALLOPURINOL,Maintenance
00603211628,100065,ALLOPURINOL,Maintenance
00603211632,100065,ALLOPURINOL,Maintenance
00904261461,100065,ALLOPURINOL,Maintenance
16590053230,100065,ALLOPURINOL,Maintenance
16590053260,100065,ALLOPURINOL,Maintenance
16714004201,100065,ALLOPURINOL,Maintenance
16714004204,100065,ALLOPURINOL,Maintenance
16714004205,100065,ALLOPURINOL,Maintenance
16714004207,100065,ALLOPURINOL,Maintenance
16714004210,100065,ALLOPURINOL,Maintenance
16714004211,100065,ALLOPURINOL,Maintenance
16729013501,100065,ALLOPURINOL,Maintenance
16729013516,100065,ALLOPURINOL,Maintenance
21695024630,100065,ALLOPURINOL,Maintenance
21695024660,100065,ALLOPURINOL,Maintenance
21695024678,100065,ALLOPURINOL,Maintenance
21695024690,100065,ALLOPURINOL,Maintenance
23490503101,100065,ALLOPURINOL,Maintenance
23490503103,100065,ALLOPURINOL,Maintenance
33261059730,100065,ALLOPURINOL,Maintenance
33261059760,100065,ALLOPURINOL,Maintenance
33261059790,100065,ALLOPURINOL,Maintenance
33261059799,100065,ALLOPURINOL,Maintenance
33358001360,100065,ALLOPURINOL,Maintenance
49999024503,100065,ALLOPURINOL,Maintenance
49999024530,100065,ALLOPURINOL,Maintenance
50268006411,100065,ALLOPURINOL,Maintenance
50268006415,100065,ALLOPURINOL,Maintenance
50436302803,100065,ALLOPURINOL,Maintenance
51079020601,100065,ALLOPURINOL,Maintenance
51079020617,100065,ALLOPURINOL,Maintenance
51079020619,100065,ALLOPURINOL,Maintenance
51079020620,100065,ALLOPURINOL,Maintenance
51655003824,100065,ALLOPURINOL,Maintenance
51655003852,100065,ALLOPURINOL,Maintenance
52959031100,100065,ALLOPURINOL,Maintenance
52959031130,100065,ALLOPURINOL,Maintenance
52959031160,100065,ALLOPURINOL,Maintenance
53489015701,100065,ALLOPURINOL,Maintenance
53489015705,100065,ALLOPURINOL,Maintenance
53489015710,100065,ALLOPURINOL,Maintenance
54569023500,100065,ALLOPURINOL,Maintenance
54569023501,100065,ALLOPURINOL,Maintenance
54569023503,100065,ALLOPURINOL,Maintenance
54868007600,100065,ALLOPURINOL,Maintenance
54868007602,100065,ALLOPURINOL,Maintenance
54868007603,100065,ALLOPURINOL,Maintenance
54868007604,100065,ALLOPURINOL,Maintenance
54868007605,100065,ALLOPURINOL,Maintenance
54868007606,100065,ALLOPURINOL,Maintenance
54868007607,100065,ALLOPURINOL,Maintenance
54868007608,100065,ALLOPURINOL,Maintenance
54868067800,100065,ZYLOPRIM,Maintenance
54868067801,100065,ZYLOPRIM,Maintenance
54868067802,100065,ZYLOPRIM,Maintenance
55045134006,100065,ALLOPURINOL,Maintenance
55045134008,100065,ALLOPURINOL,Maintenance
55048000730,100065,ALLOPURINOL,Maintenance
55111073001,100065,ALLOPURINOL,Maintenance
55111073005,100065,ALLOPURINOL,Maintenance
55111073010,100065,ALLOPURINOL,Maintenance
55289001001,100065,ALLOPURINOL,Maintenance
55289001003,100065,ALLOPURINOL,Maintenance
55289001030,100065,ALLOPURINOL,Maintenance
55289001090,100065,ALLOPURINOL,Maintenance
55700003530,100065,ALLOPURINOL,Maintenance
55700003590,100065,ALLOPURINOL,Maintenance
57664043613,100065,ALLOPURINOL,Maintenance
57664043618,100065,ALLOPURINOL,Maintenance
57664043688,100065,ALLOPURINOL,Maintenance
57866302801,100065,ALLOPURINOL,Maintenance
58016094200,100065,ALLOPURINOL,Maintenance
58016094212,100065,ALLOPURINOL,Maintenance
58016094220,100065,ALLOPURINOL,Maintenance
58016094230,100065,ALLOPURINOL,Maintenance
60429001430,100065,ALLOPURINOL,Maintenance
60429001490,100065,ALLOPURINOL,Maintenance
60429018101,100065,ALLOPURINOL,Maintenance
60429018105,100065,ALLOPURINOL,Maintenance
60429018190,100065,ALLOPURINOL,Maintenance
60505251702,100065,ALLOPURINOL,Maintenance
60505251703,100065,ALLOPURINOL,Maintenance
60760011830,100065,ALLOPURINOL,Maintenance
60760011890,100065,ALLOPURINOL,Maintenance
60976099855,100065,ZYLOPRIM,Maintenance
60976099870,100065,ZYLOPRIM,Maintenance
62584071301,100065,ALLOPURINOL,Maintenance
62584071311,100065,ALLOPURINOL,Maintenance
63304054001,100065,ALLOPURINOL,Maintenance
63304054005,100065,ALLOPURINOL,Maintenance
63629178101,100065,ALLOPURINOL,Maintenance
63629178102,100065,ALLOPURINOL,Maintenance
63629178103,100065,ALLOPURINOL,Maintenance
63629178104,100065,ALLOPURINOL,Maintenance
63874075501,100065,ALLOPURINOL,Maintenance
63874075510,100065,ALLOPURINOL,Maintenance
63874075512,100065,ALLOPURINOL,Maintenance
63874075514,100065,ALLOPURINOL,Maintenance
63874075520,100065,ALLOPURINOL,Maintenance
63874075530,100065,ALLOPURINOL,Maintenance
63874075540,100065,ALLOPURINOL,Maintenance
63874075550,100065,ALLOPURINOL,Maintenance
65483099310,100065,ZYLOPRIM,Maintenance
65483099350,100065,ZYLOPRIM,Maintenance
66267022430,100065,ALLOPURINOL,Maintenance
66267022460,100065,ALLOPURINOL,Maintenance
66267022490,100065,ALLOPURINOL,Maintenance
66336053030,100065,ALLOPURINOL,Maintenance
66336053090,100065,ALLOPURINOL,Maintenance
67877012301,100065,ALLOPURINOL,Maintenance
67877012305,100065,ALLOPURINOL,Maintenance
67877012310,100065,ALLOPURINOL,Maintenance
00527170401,100080,AMANTADINE HCL,Maintenance
00527170405,100080,AMANTADINE HCL,Maintenance
00832101500,100080,AMANTADINE HCL,Maintenance
00832101550,100080,AMANTADINE HCL,Maintenance
10888500602,100080,AMANTADINE HCL,Maintenance
10888500603,100080,AMANTADINE HCL,Maintenance
16590000810,100080,AMANTADINE HCL,Maintenance
16590000814,100080,AMANTADINE HCL,Maintenance
16590000820,100080,AMANTADINE HCL,Maintenance
16590000830,100080,AMANTADINE HCL,Maintenance
21695056410,100080,AMANTADINE HCL,Maintenance
21695056430,100080,AMANTADINE HCL,Maintenance
23490503701,100080,AMANTADINE HCL,Maintenance
23490503702,100080,AMANTADINE HCL,Maintenance
42291012550,100080,AMANTADINE HCL,Maintenance
42291012590,100080,AMANTADINE HCL,Maintenance
49999032420,100080,AMANTADINE HCL,Maintenance
50268006911,100080,AMANTADINE HCL,Maintenance
50268006915,100080,AMANTADINE HCL,Maintenance
51079048101,100080,AMANTADINE HCL,Maintenance
51079048120,100080,AMANTADINE HCL,Maintenance
51655049952,100080,AMANTADINE HCL,Maintenance
51655049953,100080,AMANTADINE HCL,Maintenance
52959000710,100080,AMANTADINE HCL,Maintenance
52959000714,100080,AMANTADINE HCL,Maintenance
52959000715,100080,AMANTADINE HCL,Maintenance
52959000720,100080,AMANTADINE HCL,Maintenance
52959000730,100080,AMANTADINE HCL,Maintenance
52959000760,100080,AMANTADINE HCL,Maintenance
54569008402,100080,AMANTADINE HCL,Maintenance
54569008403,100080,AMANTADINE HCL,Maintenance
54868080000,100080,AMANTADINE HCL,Maintenance
54868080001,100080,AMANTADINE HCL,Maintenance
54868080002,100080,AMANTADINE HCL,Maintenance
54868080003,100080,AMANTADINE HCL,Maintenance
54868080004,100080,AMANTADINE HCL,Maintenance
54868080007,100080,AMANTADINE HCL,Maintenance
55045129702,100080,AMANTADINE HCL,Maintenance
55045129703,100080,AMANTADINE,Maintenance
55045129704,100080,AMANTADINE,Maintenance
55045129705,100080,AMANTADINE,Maintenance
55045129707,100080,AMANTADINE,Maintenance
55289001210,100080,AMANTADINE HCL,Maintenance
55289001214,100080,AMANTADINE HCL,Maintenance
55289001220,100080,AMANTADINE HCL,Maintenance
58016015300,100080,AMANTADINE HCL,Maintenance
58016015302,100080,AMANTADINE HCL,Maintenance
58016015310,100080,AMANTADINE HCL,Maintenance
58016015314,100080,AMANTADINE HCL,Maintenance
58016015315,100080,AMANTADINE HCL,Maintenance
58016015320,100080,AMANTADINE HCL,Maintenance
58016015330,100080,AMANTADINE HCL,Maintenance
62269021124,100080,AMANTADINE HCL,Maintenance
62269021129,100080,AMANTADINE HCL,Maintenance
62584061201,100080,AMANTADINE HCL,Maintenance
63629268101,100080,AMANTADINE HCL,Maintenance
63629268102,100080,AMANTADINE HCL,Maintenance
63629268103,100080,AMANTADINE HCL,Maintenance
63629268104,100080,AMANTADINE HCL,Maintenance
63874052901,100080,AMANTADINE HCL,Maintenance
63874052910,100080,AMANTADINE HCL,Maintenance
63874052914,100080,AMANTADINE HCL,Maintenance
63874052920,100080,AMANTADINE HCL,Maintenance
63874052930,100080,AMANTADINE HCL,Maintenance
66267001514,100080,AMANTADINE HCL,Maintenance
66267001520,100080,AMANTADINE HCL,Maintenance
66336007914,100080,AMANTADINE HCL,Maintenance
66336007920,100080,AMANTADINE HCL,Maintenance
69387010001,100080,AMANTADINE HCL,Maintenance
69387010005,100080,AMANTADINE HCL,Maintenance
69452014220,100080,AMANTADINE HCL,Maintenance
69452014230,100080,AMANTADINE HCL,Maintenance
00574029101,100088,MIDAMOR,Maintenance
00574029201,100088,AMILORIDE HCL,Maintenance
42291012290,100088,AMILORIDE HCL,Maintenance
49884011701,100088,AMILORIDE HCL,Maintenance
49884011710,100088,AMILORIDE HCL,Maintenance
50268007111,100088,AMILORIDE HCL,Maintenance
50268007115,100088,AMILORIDE HCL,Maintenance
54868521400,100088,AMILORIDE HCL,Maintenance
54868521401,100088,AMILORIDE HCL,Maintenance
54868521402,100088,AMILORIDE HCL,Maintenance
54868521403,100088,AMILORIDE HCL,Maintenance
60429027501,100088,AMILORIDE HCL,Maintenance
60429027590,100088,AMILORIDE HCL,Maintenance
64980015101,100088,AMILORIDE HCL,Maintenance
68258609003,100088,AMILORIDE HCL,Maintenance
68258698003,100088,AMILORIDE HCL,Maintenance
00378057701,100089,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,Maintenance
00378057705,100089,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,Maintenance
00555048302,100089,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,Maintenance
00555048305,100089,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,Maintenance
54569386900,100089,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,Maintenance
54569386901,100089,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,Maintenance
54868066700,100089,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,Maintenance
54868066701,100089,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,Maintenance
54868066702,100089,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,Maintenance
55045239209,100089,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,Maintenance
59591016268,100089,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,Maintenance
00143102001,100128,AMINOPHYLLINE,Maintenance
00143102010,100128,AMINOPHYLLINE,Maintenance
00364000401,100128,AMINOPHYLLINE,Maintenance
00143102501,100130,AMINOPHYLLINE,Maintenance
00143102510,100130,AMINOPHYLLINE,Maintenance
00364000501,100130,AMINOPHYLLINE,Maintenance
49999055000,100130,AMINOPHYLLINE,Maintenance
00074490918,100132,AMINOPHYLLINE,Maintenance
00409592101,100132,AMINOPHYLLINE,Maintenance
00409592110,100132,AMINOPHYLLINE NOVAPLUS,Maintenance
00409592201,100132,AMINOPHYLLINE,Maintenance
00409738501,100132,AMINOPHYLLINE,Maintenance
00409738601,100132,AMINOPHYLLINE,Maintenance
00517381025,100132,AMINOPHYLLINE,Maintenance
00517382025,100132,AMINOPHYLLINE,Maintenance
38779001204,100137,5-AMINOSALICYLIC ACID,Maintenance
38779001205,100137,5-AMINOSALICYLIC ACID,Maintenance
38779001208,100137,5-AMINOSALICYLIC ACID,Maintenance
38779001209,100137,5-AMINOSALICYLIC ACID,Maintenance
51552030204,100137,5-AMINOSALICYLIC ACID,Maintenance
51552030205,100137,5-AMINOSALICYLIC ACID,Maintenance
51552030206,100137,5-AMINOSALICYLIC ACID,Maintenance
51927160800,100137,AMINOSALICYLIC ACID,Maintenance
63370015025,100137,MESALAMINE,Maintenance
63370015035,100137,MESALAMINE,Maintenance
63370015045,100137,MESALAMINE,Maintenance
63370015053,100137,MESALAMINE,Maintenance
63370015055,100137,MESALAMINE,Maintenance
00008418804,100139,CORDARONE,Maintenance
00093013325,100139,AMIODARONE HCL,Maintenance
00093013355,100139,AMIODARONE HCL,Maintenance
00093013368,100139,AMIODARONE HCL,Maintenance
00093913306,100139,AMIODARONE HCL,Maintenance
00093913352,100139,AMIODARONE HCL,Maintenance
00185014405,100139,AMIODARONE HCL,Maintenance
00185014460,100139,AMIODARONE HCL,Maintenance
00245014701,100139,PACERONE,Maintenance
00245014715,100139,PACERONE,Maintenance
00245014760,100139,PACERONE,Maintenance
00245014789,100139,PACERONE,Maintenance
00245014790,100139,PACERONE,Maintenance
00555091704,100139,AMIODARONE HCL,Maintenance
00555091709,100139,AMIODARONE HCL,Maintenance
00904655661,100139,AMIODARONE HCL,Maintenance
21695079630,100139,AMIODARONE HCL,Maintenance
21695079660,100139,AMIODARONE HCL,Maintenance
21695079690,100139,AMIODARONE HCL,Maintenance
35356000110,100139,AMIODARONE,Maintenance
35356000130,100139,AMIODARONE HCL,Maintenance
35356000190,100139,AMIODARONE HCL,Maintenance
38245013325,100139,AMIODARONE HCL,Maintenance
38245013355,100139,AMIODARONE HCL,Maintenance
38245013368,100139,AMIODARONE HCL,Maintenance
51079090601,100139,AMIODARONE HCL,Maintenance
51079090617,100139,AMIODARONE HCL,Maintenance
51079090619,100139,AMIODARONE HCL,Maintenance
51079090620,100139,AMIODARONE HCL,Maintenance
51672402504,100139,AMIODARONE HCL,Maintenance
54569514001,100139,AMIODARONE HCL,Maintenance
54868461800,100139,AMIODARONE HCL,Maintenance
54868461801,100139,AMIODARONE HCL,Maintenance
54868461802,100139,AMIODARONE HCL,Maintenance
54868461803,100139,AMIODARONE HCL,Maintenance
55045286400,100139,AMIODARONE,Maintenance
55045286406,100139,AMIODARONE,Maintenance
58016030400,100139,AMIODARONE,Maintenance
58016030430,100139,AMIODARONE,Maintenance
58016030460,100139,AMIODARONE,Maintenance
58016030490,100139,AMIODARONE,Maintenance
60429024705,100139,AMIODARONE HCL,Maintenance
60429024760,100139,AMIODARONE HCL,Maintenance
63739038710,100139,AMIODARONE HCL,Maintenance
65862073205,100139,AMIODARONE HCL,Maintenance
65862073260,100139,AMIODARONE HCL,Maintenance
68084037101,100139,AMIODARONE HCL,Maintenance
68084037111,100139,AMIODARONE HCL,Maintenance
68382022705,100139,AMIODARONE HCL,Maintenance
68382022714,100139,AMIODARONE HCL,Maintenance
00378261001,100140,AMITRIPTYLINE HCL,Maintenance
00378261010,100140,AMITRIPTYLINE HCL,Maintenance
00603221202,100140,AMITRIPTYLINE HCL,Maintenance
00603221216,100140,AMITRIPTYLINE HCL,Maintenance
00603221221,100140,AMITRIPTYLINE HCL,Maintenance
00603221232,100140,AMITRIPTYLINE HCL,Maintenance
00781148601,100140,AMITRIPTYLINE HCL,Maintenance
00781148610,100140,AMITRIPTYLINE HCL,Maintenance
10544015230,100140,AMITRIPTYLINE HCL,Maintenance
10544025030,100140,AMITRIPTYLINE HCL,Maintenance
10544041330,100140,AMITRIPTYLINE HCL,Maintenance
16590001128,100140,AMITRIPTYLINE HCL,Maintenance
16590001130,100140,AMITRIPTYLINE,Maintenance
16590001145,100140,AMITRIPTYLINE HCL,Maintenance
16590001156,100140,AMITRIPTYLINE HCL,Maintenance
16590001160,100140,AMITRIPTYLINE,Maintenance
16590001182,100140,AMITRIPTYLINE HCL,Maintenance
16590001190,100140,AMITRIPTYLINE HCL,Maintenance
16714044601,100140,AMITRIPTYLINE HCL,Maintenance
16714044602,100140,AMITRIPTYLINE HCL,Maintenance
16729017101,100140,AMITRIPTYLINE HCL,Maintenance
16729017117,100140,AMITRIPTYLINE HCL,Maintenance
21695044630,100140,AMITRIPTYLINE HCL,Maintenance
21695044660,100140,AMITRIPTYLINE HCL,Maintenance
21695044690,100140,AMITRIPTYLINE HCL,Maintenance
23490006503,100140,AMITRIPTYLINE,Maintenance
23490504700,100140,AMITRIPTYLINE,Maintenance
23490504701,100140,AMITRIPTYLINE,Maintenance
23490504702,100140,AMITRIPTYLINE,Maintenance
23490504703,100140,AMITRIPTYLINE,Maintenance
23490504704,100140,AMITRIPTYLINE,Maintenance
33261045902,100140,AMITRIPTYLINE HCL,Maintenance
33261045910,100140,AMITRIPTYLINE HCL,Maintenance
33261045912,100140,AMITRIPTYLINE HCL,Maintenance
33261045920,100140,AMITRIPTYLINE HCL,Maintenance
33261045930,100140,AMITRIPTYLINE HCL,Maintenance
33261045960,100140,AMITRIPTYLINE HCL,Maintenance
33261045990,100140,AMITRIPTYLINE HCL,Maintenance
33358002215,100140,AMITRIPTYLINE,Maintenance
33358002230,100140,AMITRIPTYLINE,Maintenance
33358002260,100140,AMITRIPTYLINE,Maintenance
42549061330,100140,AMITRIPTYLINE HCL,Maintenance
49999020500,100140,AMITRIPTYLINE HCL,Maintenance
49999020530,100140,AMITRIPTYLINE HCL,Maintenance
49999020560,100140,AMITRIPTYLINE HCL,Maintenance
50436307101,100140,AMITRIPTYLINE HCL,Maintenance
50436307102,100140,AMITRIPTYLINE HCL,Maintenance
50436307105,100140,AMITRIPTYLINE HCL,Maintenance
51079013101,100140,AMITRIPTYLINE HCL,Maintenance
51079013120,100140,AMITRIPTYLINE HCL,Maintenance
51079013163,100140,AMITRIPTYLINE HCL,Maintenance
51655063324,100140,AMITRIPTYLINE HCL,Maintenance
52959000802,100140,AMITRIPTYLINE HCL,Maintenance
52959000815,100140,AMITRIPTYLINE HCL,Maintenance
52959000820,100140,AMITRIPTYLINE HCL,Maintenance
52959000830,100140,AMITRIPTYLINE HCL,Maintenance
