NDCNUM,GENERID,Prodname,Category
45865052051,104193,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
45865052060,104193,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
45865052090,104193,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
54868390600,104193,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
54868390601,104193,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
54868390602,104193,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
54868490400,104193,LOTENSIN HCT,Maintenance
54868490401,104193,LOTENSIN HCT,Maintenance
55045317000,104193,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
58016006500,104193,BENAZEPRIL/HYDROCHLOROTHIAZIDE,Maintenance
58016006530,104193,BENAZEPRIL/HYDROCHLOROTHIAZIDE,Maintenance
58016006560,104193,BENAZEPRIL/HYDROCHLOROTHIAZIDE,Maintenance
58016006590,104193,BENAZEPRIL/HYDROCHLOROTHIAZIDE,Maintenance
60429040501,104193,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
60505026301,104193,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
63629268001,104193,BENAZEPRIL/HYDROCHLOROTHIAZIDE,Maintenance
63629268002,104193,BENAZEPRIL/HYDROCHLOROTHIAZIDE,Maintenance
63629268003,104193,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
64980019501,104193,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
00078045405,104194,LOTENSIN HCT,Maintenance
00185027701,104194,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
00378477501,104194,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
00832048511,104194,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
30698045401,104194,LOTENSIN HCT,Maintenance
33358005030,104194,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
52959090730,104194,BENAZEPRIL HCT,Maintenance
54569568500,104194,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
54569568501,104194,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
54868529600,104194,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
54868531300,104194,LOTENSIN HCT,Maintenance
54868531301,104194,LOTENSIN HCT,Maintenance
60429040601,104194,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
60505026401,104194,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
63629273501,104194,BENAZEPRIL/HYDROCHLOROTHIAZIDE,Maintenance
64980019601,104194,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
68258605903,104194,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
00078045105,104195,LOTENSIN HCT,Maintenance
00185012401,104195,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
00185023601,104195,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
00378472501,104195,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
60429040301,104195,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
60505026101,104195,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
00078045205,104196,LOTENSIN HCT,Maintenance
00172536160,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
00185020401,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
00185032501,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
00378473501,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
00832048311,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
30698045201,104196,LOTENSIN HCT,Maintenance
33261045330,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
33261045360,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
33261045390,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
33358004730,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
54868525600,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
60429040401,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
60505026201,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
63629180901,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
63629180902,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
64980019401,104196,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,Maintenance
00078061705,104202,HECORIA,Maintenance
00378204601,104202,TACROLIMUS,Maintenance
00378204605,104202,TACROLIMUS,Maintenance
00469061710,104202,PROGRAF,Maintenance
00469061711,104202,PROGRAF,Maintenance
00469061771,104202,PROGRAF,Maintenance
00469061773,104202,PROGRAF,Maintenance
00781210301,104202,TACROLIMUS,Maintenance
00781930301,104202,TACROLIMUS NOVAPLUS,Maintenance
00904642561,104202,TACROLIMUS,Maintenance
16729004201,104202,TACROLIMUS,Maintenance
21695017000,104202,PROGRAF,Maintenance
50742020801,104202,TACROLIMUS,Maintenance
51079081801,104202,TACROLIMUS,Maintenance
51079081820,104202,TACROLIMUS,Maintenance
54569662800,104202,TACROLIMUS,Maintenance
55111052601,104202,TACROLIMUS,Maintenance
60429037801,104202,TACROLIMUS,Maintenance
62175038137,104202,TACROLIMUS,Maintenance
64380072106,104202,TACROLIMUS,Maintenance
66105054910,104202,PROGRAF,Maintenance
68084045001,104202,TACROLIMUS,Maintenance
68084045011,104202,TACROLIMUS,Maintenance
69452015420,104202,TACROLIMUS,Maintenance
00078061805,104203,HECORIA,Maintenance
00378204701,104203,TACROLIMUS,Maintenance
00378204705,104203,TACROLIMUS,Maintenance
00469065710,104203,PROGRAF,Maintenance
00469065711,104203,PROGRAF,Maintenance
00469065771,104203,PROGRAF,Maintenance
00469065773,104203,PROGRAF,Maintenance
00591335901,104203,TACROLIMUS,Maintenance
00781210401,104203,TACROLIMUS,Maintenance
00781930401,104203,TACROLIMUS NOVAPLUS,Maintenance
16729004301,104203,TACROLIMUS,Maintenance
50742020901,104203,TACROLIMUS,Maintenance
51079002801,104203,TACROLIMUS,Maintenance
51079002820,104203,TACROLIMUS,Maintenance
55111052701,104203,TACROLIMUS,Maintenance
60429037901,104203,TACROLIMUS,Maintenance
62175038237,104203,TACROLIMUS,Maintenance
64380072206,104203,TACROLIMUS,Maintenance
68084045101,104203,TACROLIMUS,Maintenance
68084045111,104203,TACROLIMUS,Maintenance
69452015520,104203,TACROLIMUS,Maintenance
00003196501,104210,ZERIT,Maintenance
00378504191,104210,STAVUDINE,Maintenance
31722051660,104210,STAVUDINE,Maintenance
54569548000,104210,ZERIT,Maintenance
54569612200,104210,STAVUDINE,Maintenance
54868335300,104210,ZERIT,Maintenance
59762119101,104210,STAVUDINE,Maintenance
65862011260,104210,STAVUDINE,Maintenance
00003196601,104211,ZERIT,Maintenance
00378504291,104211,STAVUDINE,Maintenance
31722051760,104211,STAVUDINE,Maintenance
35356002860,104211,ZERIT,Maintenance
35356028560,104211,ZERIT,Maintenance
54569620600,104211,STAVUDINE,Maintenance
54868344800,104211,ZERIT,Maintenance
59762119201,104211,STAVUDINE,Maintenance
65862004660,104211,STAVUDINE,Maintenance
00003196701,104212,ZERIT,Maintenance
00378504391,104212,STAVUDINE,Maintenance
31722051860,104212,STAVUDINE,Maintenance
35356007460,104212,ZERIT,Maintenance
54569405400,104212,ZERIT,Maintenance
54569612300,104212,STAVUDINE,Maintenance
54868335200,104212,ZERIT,Maintenance
54868335201,104212,ZERIT,Maintenance
59762119301,104212,STAVUDINE,Maintenance
65862004760,104212,STAVUDINE,Maintenance
00603350816,104248,POTASSIUM CHLORIDE,Maintenance
50201130002,104248,EFFERVESCENT POTASSIUM/CHLORIDE,Maintenance
50201130004,104248,EFFERVESCENT POTASSIUM/CHLORIDE,Maintenance
50201130006,104248,EFFERVESCENT POTASSIUM/CHLORIDE,Maintenance
54868323802,104248,K-LYTE CL,Maintenance
00378904501,104283,CYSTAGON,Maintenance
00378904505,104283,CYSTAGON,Maintenance
00378904001,104284,CYSTAGON,Maintenance
00378904005,104284,CYSTAGON,Maintenance
10267132701,104351,HEMOPLEX F,Maintenance
60258018101,104351,HEMATINIC WITH FOLIC ACID,Maintenance
10267210301,104389,POLYSACCHARIDE IRON FORTE,Maintenance
51991019811,104389,FERREX 150 FORTE,Maintenance
58607101100,104389,MYFERON 150 FORTE,Maintenance
60258018601,104389,POLY-IRON 150 FORTE,Maintenance
63044019862,104389,IFEREX 150 FORTE,Maintenance
00338070348,104391,POTASSIUM CHLORIDE,Maintenance
00409707726,104391,POTASSIUM CHLORIDE,Maintenance
00338070341,104393,POTASSIUM CHLORIDE,Maintenance
00409707714,104393,POTASSIUM CHLORIDE,Maintenance
00338070948,104394,POTASSIUM CHLORIDE,Maintenance
00409707426,104394,POTASSIUM CHLORIDE,Maintenance
00338070548,104395,POTASSIUM CHLORIDE,Maintenance
00409707526,104395,POTASSIUM CHLORIDE,Maintenance
00338070541,104396,POTASSIUM CHLORIDE,Maintenance
00409707514,104396,POTASSIUM CHLORIDE,Maintenance
51552026004,104421,EPHEDRINE SULFATE,Maintenance
51552026005,104421,EPHEDRINE SULFATE,Maintenance
51552026007,104421,EPHEDRINE SULFATE,Maintenance
51927147100,104421,EPHEDRINE SULFATE,Maintenance
00093005701,104464,FLUVOXAMINE MALEATE,Maintenance
00185015701,104464,FLUVOXAMINE MALEATE,Maintenance
00185015705,104464,FLUVOXAMINE MALEATE,Maintenance
00378041401,104464,FLUVOXAMINE MALEATE,Maintenance
00555096902,104464,FLUVOXAMINE MALEATE,Maintenance
35356003130,104464,FLUVOXAMINE MALEATE,Maintenance
42769122100,104464,FLUVOXAMINE MALEATE,Maintenance
51079099301,104464,FLUVOXAMINE MALEATE,Maintenance
51079099320,104464,FLUVOXAMINE MALEATE,Maintenance
57664036213,104464,FLUVOXAMINE MALEATE,Maintenance
57664036288,104464,FLUVOXAMINE MALEATE,Maintenance
60429076001,104464,FLUVOXAMINE MALEATE,Maintenance
60429076030,104464,FLUVOXAMINE MALEATE,Maintenance
60429076090,104464,FLUVOXAMINE MALEATE,Maintenance
60505016601,104464,FLUVOXAMINE MALEATE,Maintenance
62559016001,104464,FLUVOXAMINE MALEATE,Maintenance
63629412501,104464,FLUVOXAMINE MALEATE,Maintenance
68258715809,104464,FLUVOXAMINE MALEATE,Maintenance
00093005601,104465,FLUVOXAMINE MALEATE,Maintenance
00185002701,104465,FLUVOXAMINE MALEATE,Maintenance
00185002705,104465,FLUVOXAMINE MALEATE,Maintenance
00185002788,104465,FLUVOXAMINE MALEATE,Maintenance
00378041201,104465,FLUVOXAMINE MALEATE,Maintenance
00555096802,104465,FLUVOXAMINE MALEATE,Maintenance
33261068302,104465,FLUVOXAMINE MALEATE,Maintenance
33261068307,104465,FLUVOXAMINE MALEATE,Maintenance
33261068314,104465,FLUVOXAMINE MALEATE,Maintenance
33261068320,104465,FLUVOXAMINE MALEATE,Maintenance
33261068321,104465,FLUVOXAMINE MALEATE,Maintenance
33261068328,104465,FLUVOXAMINE MALEATE,Maintenance
33261068330,104465,FLUVOXAMINE MALEATE,Maintenance
33261068360,104465,FLUVOXAMINE MALEATE,Maintenance
33261068390,104465,FLUVOXAMINE MALEATE,Maintenance
35356003030,104465,FLUVOXAMINE MALEATE,Maintenance
42254042030,104465,FLUVOXAMINE MALEATE,Maintenance
42769122500,104465,FLUVOXAMINE MALEATE,Maintenance
51079099201,104465,FLUVOXAMINE MALEATE,Maintenance
51079099220,104465,FLUVOXAMINE MALEATE,Maintenance
54868563500,104465,FLUVOXAMINE MALEATE,Maintenance
57664036113,104465,FLUVOXAMINE MALEATE,Maintenance
57664036188,104465,FLUVOXAMINE MALEATE,Maintenance
60429075901,104465,FLUVOXAMINE MALEATE,Maintenance
60429075930,104465,FLUVOXAMINE MALEATE,Maintenance
60429075990,104465,FLUVOXAMINE MALEATE,Maintenance
60505016501,104465,FLUVOXAMINE MALEATE,Maintenance
62559015901,104465,FLUVOXAMINE MALEATE,Maintenance
63629467601,104465,FLUVOXAMINE MALEATE,Maintenance
63629467602,104465,FLUVOXAMINE MALEATE,Maintenance
68084083711,104465,FLUVOXAMINE MALEATE,Maintenance
68084083721,104465,FLUVOXAMINE MALEATE,Maintenance
68084083725,104465,FLUVOXAMINE MALEATE,Maintenance
68084083795,104465,FLUVOXAMINE MALEATE,Maintenance
23558530100,104472,B-C-BID,Maintenance
23558530120,104472,B-C-BID,Maintenance
23558560700,104472,PROBEC-T,Maintenance
25332112902,104472,LIPO-B-C,Maintenance
49348022612,104472,STRESS B & BIOTIN,Maintenance
49614057781,104472,HIGH POTENCY B COMPLEX W/C,Maintenance
49614062078,104472,B-COMPLEX W/VITAMIN C,Maintenance
55499050117,104472,LIPOFLAVONOID,Maintenance
55499050119,104472,LIPOFLAVONOID,Maintenance
00406490804,104508,"DEXTROSE, ANHYDROUS",Maintenance
00406490806,104508,"DEXTROSE, ANHYDROUS",Maintenance
17317150605,104508,"DEXTROSE, ANHYDROUS",Maintenance
49452251501,104508,"DEXTROSE, ANHYDROUS",Maintenance
49452251502,104508,"DEXTROSE, ANHYDROUS",Maintenance
49452251503,104508,"DEXTROSE, ANHYDROUS",Maintenance
51552045806,104508,"DEXTROSE, ANHYDROUS",Maintenance
51552045808,104508,"DEXTROSE, ANHYDROUS",Maintenance
51552045809,104508,"DEXTROSE, ANHYDROUS",Maintenance
63370042555,104508,"DEXTROSE, ANHYDROUS",Maintenance
63370042562,104508,"DEXTROSE, ANHYDROUS",Maintenance
10106334301,104541,PYRIDOXINE HCL,Maintenance
17317045502,104541,PYRIDOXINE HCL,Maintenance
17317045503,104541,PYRIDOXINE HCL,Maintenance
17317045505,104541,PYRIDOXINE HCL,Maintenance
17317045506,104541,PYRIDOXINE HCL,Maintenance
38779087304,104541,PYRIDOXINE HCL,Maintenance
38779087305,104541,PYRIDOXINE HCL,Maintenance
38779087308,104541,PYRIDOXINE HCL,Maintenance
38779087309,104541,PYRIDOXINE HCL,Maintenance
49452614001,104541,PYRIDOXINE HCL,Maintenance
49452614002,104541,PYRIDOXINE HCL,Maintenance
49452614003,104541,PYRIDOXINE HCL,Maintenance
49452614004,104541,PYRIDOXINE HCL,Maintenance
51552014904,104541,PYRIDOXINE HCL,Maintenance
51552014905,104541,PYRIDOXINE HCL,Maintenance
51552014906,104541,PYRIDOXINE HCL,Maintenance
51552014907,104541,PYRIDOXINE HCL,Maintenance
51927109300,104541,PYRIDOXINE HCL,Maintenance
52372086801,104541,PYRIDOXINE HCL,Maintenance
52372086802,104541,PYRIDOXINE HCL,Maintenance
52372086803,104541,PYRIDOXINE HCL,Maintenance
52372086804,104541,PYRIDOXINE HCL,Maintenance
62991113002,104541,PYRIDOXINE HCL,Maintenance
62991113003,104541,PYRIDOXINE HCL,Maintenance
62991113004,104541,PYRIDOXINE HCL,Maintenance
62991113005,104541,PYRIDOXINE HCL,Maintenance
63370047235,104541,PYRIDOXINE HCL,Maintenance
63370047245,104541,PYRIDOXINE HCL,Maintenance
63370047250,104541,PYRIDOXINE HCL,Maintenance
63370047253,104541,PYRIDOXINE HCL,Maintenance
17317075501,104569,SORBIC ACID,Maintenance
17317075505,104569,SORBIC ACID,Maintenance
17317075508,104569,SORBIC ACID,Maintenance
38779077105,104569,SORBIC ACID,Maintenance
38779077108,104569,SORBIC ACID,Maintenance
49452709001,104569,SORBIC ACID,Maintenance
49452709002,104569,SORBIC ACID,Maintenance
49452709004,104569,SORBIC ACID,Maintenance
51552044104,104569,SORBIC ACID,Maintenance
51552044106,104569,SORBIC ACID,Maintenance
51927154400,104569,SORBIC ACID,Maintenance
62991138001,104569,SORBIC ACID,Maintenance
62991138002,104569,SORBIC ACID,Maintenance
63370048135,104569,SORBIC ACID,Maintenance
63370048145,104569,SORBIC ACID,Maintenance
00395806719,104582,ESTRONE,Maintenance
00395806762,104582,ESTRONE,Maintenance
15455953701,104582,ESTRONE,Maintenance
15455953702,104582,ESTRONE,Maintenance
15455953703,104582,ESTRONE,Maintenance
15455953704,104582,ESTRONE,Maintenance
15455953705,104582,ESTRONE,Maintenance
15455953707,104582,ESTRONE,Maintenance
38779089103,104582,ESTRONE,Maintenance
38779089104,104582,ESTRONE,Maintenance
38779089105,104582,ESTRONE,Maintenance
38779089106,104582,ESTRONE,Maintenance
38779089107,104582,ESTRONE,Maintenance
38779089109,104582,ESTRONE,Maintenance
38779089130,104582,ESTRONE,Maintenance
38779089140,104582,ESTRONE,Maintenance
38779089160,104582,ESTRONE,Maintenance
49452279501,104582,ESTRONE,Maintenance
49452279502,104582,ESTRONE,Maintenance
49452279503,104582,ESTRONE,Maintenance
49452279504,104582,ESTRONE,Maintenance
49452280201,104582,ESTRONE,Maintenance
49452280202,104582,ESTRONE,Maintenance
49452280203,104582,ESTRONE,Maintenance
49452280204,104582,ESTRONE,Maintenance
51552044501,104582,ESTRONE,Maintenance
51552044502,104582,ESTRONE,Maintenance
51552044504,104582,ESTRONE,Maintenance
51552044507,104582,ESTRONE,Maintenance
51552044508,104582,ESTRONE,Maintenance
51552044509,104582,ESTRONE,Maintenance
51927170900,104582,ESTRONE,Maintenance
52372949401,104582,ESTRONE,Maintenance
52372949402,104582,ESTRONE,Maintenance
52372949403,104582,ESTRONE,Maintenance
52372949405,104582,ESTRONE,Maintenance
62991105101,104582,ESTRONE,Maintenance
62991105102,104582,ESTRONE,Maintenance
62991105103,104582,ESTRONE,Maintenance
62991105104,104582,ESTRONE,Maintenance
63275998601,104582,ESTRONE,Maintenance
63275998602,104582,ESTRONE,Maintenance
63275998604,104582,ESTRONE,Maintenance
63307019001,104582,ESTRONE,Maintenance
63307019005,104582,ESTRONE,Maintenance
63370009010,104582,ESTRONE,Maintenance
63370009015,104582,ESTRONE,Maintenance
63370009025,104582,ESTRONE,Maintenance
63370009035,104582,ESTRONE,Maintenance
49452282501,104584,ETHINYL ESTRADIOL,Maintenance
49452282502,104584,ETHINYL ESTRADIOL,Maintenance
49452282503,104584,ETHINYL ESTRADIOL,Maintenance
51927185600,104584,ETHINYL ESTRADIOL,Maintenance
10106287201,104591,PHENOPHTHALEIN,Maintenance
17317041601,104591,PHENOLPHTHALANEIN WHITE,Maintenance
17317041604,104591,PHENOLPHTHALANEIN WHITE,Maintenance
17317041605,104591,PHENOLPHTHALANEIN WHITE,Maintenance
17317123501,104591,PHENOLPHTHALANEIN,Maintenance
17317123504,104591,PHENOLPHTHALANEIN,Maintenance
51552053409,104591,PHENOLPHTHALEIN,Maintenance
51927331700,104591,PHENOLPHTHALEIN,Maintenance
51927334800,104591,PHENOLPHTHALEIN,Maintenance
51927436100,104591,PHENOLPHTHALEIN,Maintenance
38779032903,104622,ESTRADIOL BENZOATE,Maintenance
38779032906,104622,ESTRADIOL BENZOATE,Maintenance
38779032930,104622,ESTRADIOL BENZOATE,Maintenance
38779032960,104622,ESTRADIOL BENZOATE,Maintenance
51552049102,104622,ESTRADIOL BENZOATE,Maintenance
51927145700,104622,ESTRADIOL BENZOATE,Maintenance
51927436000,104622,ESTRADIOL BENZOATE,Maintenance
10106026202,104633,PHOSPHORIC ACID,Maintenance
10106026205,104633,PHOSPHORIC ACID,Maintenance
49452535001,104633,PHOSPHORIC ACID,Maintenance
49452535002,104633,PHOSPHORIC ACID,Maintenance
49452535003,104633,PHOSPHORIC ACID,Maintenance
49452535004,104633,PHOSPHORIC ACID,Maintenance
49452535005,104633,PHOSPHORIC ACID,Maintenance
49452535006,104633,PHOSPHORIC ACID,Maintenance
38779011404,104653,CARBAMAZEPINE,Maintenance
38779011405,104653,CARBAMAZEPINE,Maintenance
38779011408,104653,CARBAMAZEPINE,Maintenance
49452170501,104653,CARBAMAZEPINE,Maintenance
49452170502,104653,CARBAMAZEPINE,Maintenance
49452170503,104653,CARBAMAZEPINE,Maintenance
51552065304,104653,CARBAMAZEPINE,Maintenance
51552065305,104653,CARBAMAZEPINE,Maintenance
51552065306,104653,CARBAMAZEPINE,Maintenance
51927217600,104653,CARBAMAZEPINE,Maintenance
52372083101,104653,CARBAMAZEPINE,Maintenance
52372083102,104653,CARBAMAZEPINE,Maintenance
52372083103,104653,CARBAMAZEPINE,Maintenance
62991102701,104653,CARBAMAZEPINE,Maintenance
62991102702,104653,CARBAMAZEPINE,Maintenance
62991102703,104653,CARBAMAZEPINE,Maintenance
63370004135,104653,CARBAMAZEPINE,Maintenance
63370004145,104653,CARBAMAZEPINE,Maintenance
38779030609,104654,CARNITINE,Maintenance
38779276304,104654,CARNITINE,Maintenance
38779276305,104654,CARNITINE,Maintenance
38779276308,104654,CARNITINE,Maintenance
38779276309,104654,CARNITINE,Maintenance
49452177501,104654,L-CARNITINE FREE BASE,Maintenance
49452177502,104654,L-CARNITINE FREE BASE,Maintenance
49452177503,104654,L-CARNITINE FREE BASE,Maintenance
49452177504,104654,L-CARNITINE FREE BASE,Maintenance
49452177505,104654,L-CARNITINE FREE BASE,Maintenance
49452177601,104654,L-CARNITINE HYDROCHLORIDE,Maintenance
49452177602,104654,L-CARNITINE HYDROCHLORIDE,Maintenance
51927186500,104654,LEVOCARNITINE,Maintenance
52372081201,104654,LEVOCARNITINE,Maintenance
52372081202,104654,LEVOCARNITINE,Maintenance
52372081203,104654,LEVOCARNITINE,Maintenance
62991275001,104654,LEVOCARNITINE,Maintenance
62991275002,104654,LEVOCARNITINE,Maintenance
62991275003,104654,LEVOCARNITINE,Maintenance
62991275004,104654,LEVOCARNITINE,Maintenance
62991275005,104654,LEVOCARNITINE,Maintenance
63370041435,104654,LEVOCARNITINE,Maintenance
63370041445,104654,LEVOCARNITINE,Maintenance
63370041450,104654,LEVOCARNITINE,Maintenance
63370041453,104654,LEVOCARNITINE,Maintenance
17317039901,104669,PARA-AMINOBENZOIC ACID,Maintenance
17317039904,104669,PARA-AMINOBENZOIC ACID,Maintenance
17317039905,104669,PARA-AMINOBENZOIC ACID,Maintenance
38779008701,104669,PARA-AMINOBENZOIC ACID,Maintenance
38779008705,104669,PARA-AMINOBENZOIC ACID,Maintenance
38779008708,104669,PARA-AMINOBENZOIC ACID,Maintenance
38779008709,104669,PARA-AMINOBENZOIC ACID,Maintenance
49452041001,104669,PARA-AMINOBENZOIC ACID,Maintenance
49452041002,104669,PARA-AMINOBENZOIC ACID,Maintenance
49452041003,104669,PARA-AMINOBENZOIC ACID,Maintenance
49452041004,104669,PARA-AMINOBENZOIC ACID,Maintenance
51552009704,104669,PARA-AMINOBENZOIC ACID,Maintenance
51552009706,104669,PARA-AMINOBENZOIC ACID,Maintenance
51927104000,104669,PARA-AMINOBENZOIC ACID,Maintenance
62991141401,104669,P-AMINOBENZOIC ACID,Maintenance
62991141402,104669,P-AMINOBENZOIC ACID,Maintenance
00406016804,104679,SODIUM BENZOATE,Maintenance
00406016805,104679,SODIUM BENZOATE,Maintenance
10106350001,104679,SODIUM BENZOATE,Maintenance
10106350005,104679,SODIUM BENZOATE,Maintenance
17317049601,104679,SODIUM BENZOATE,Maintenance
17317049605,104679,SODIUM BENZOATE,Maintenance
17317049608,104679,SODIUM BENZOATE,Maintenance
38779055103,104679,SODIUM BENZOATE,Maintenance
49452659501,104679,SODIUM BENZOATE,Maintenance
49452659502,104679,SODIUM BENZOATE,Maintenance
49452659503,104679,SODIUM BENZOATE,Maintenance
49452660001,104679,SODIUM BENZOATE,Maintenance
49452660002,104679,SODIUM BENZOATE,Maintenance
49452660003,104679,SODIUM BENZOATE,Maintenance
51552022105,104679,SODIUM BENZOATE,Maintenance
51552022106,104679,SODIUM BENZOATE,Maintenance
51927123400,104679,SODIUM BENZOATE,Maintenance
62991138101,104679,SODIUM BENZOATE,Maintenance
62991138102,104679,SODIUM BENZOATE,Maintenance
62991138104,104679,SODIUM BENZOATE,Maintenance
62991138105,104679,SODIUM BENZOATE,Maintenance
00406794004,104688,SODIUM PHOSPHATE TRIBASIC,Maintenance
10106381701,104688,SODIUM PHOSPHATE DIBASIC 7-HYDRATE,Maintenance
10106381705,104688,SODIUM PHOSPHATE DIBASIC 7-HYDRATE,Maintenance
10106381901,104688,SODIUM PHOSPHATE MONOBASIC DIHYDRATE,Maintenance
10106381905,104688,SODIUM PHOSPHATE MONOBASIC DIHYDRATE,Maintenance
10106382001,104688,SODIUM PHOSPHATE MONOBASIC,Maintenance
10106382201,104688,SODIUM PHOSPHATE DIBASIC 12-HYDRATE,Maintenance
10106382205,104688,SODIUM PHOSPHATE DIBASIC 12-HYDRATE,Maintenance
10106383601,104688,SODIUM PHOSPHATE TRIBASIC 12-HYDRATE,Maintenance
10106383605,104688,SODIUM PHOSPHATE TRIBASIC 12-HYDRATE,Maintenance
49452693001,104688,SODIUM PHOSPHATE DIBASIC,Maintenance
49452693002,104688,SODIUM PHOSPHATE DIBASIC,Maintenance
49452693003,104688,SODIUM PHOSPHATE DIBASIC,Maintenance
51552050306,104688,SODIUM PHOSPHATE DIBASIC,Maintenance
62991137602,104688,SODIUM PHOSPHATE DIBASIC,Maintenance
10106382701,104690,SODIUM PHOSPHATE DIBASIC,Maintenance
17317014801,104690,SODIUM PHOSPHATE DIBASIC ANHYDROUS,Maintenance
17317014805,104690,SODIUM PHOSPHATE DIBASIC ANHYDROUS,Maintenance
17317014808,104690,SODIUM PHOSPHATE DIBASIC ANHYDROUS,Maintenance
17317052101,104690,SODIUM PHOSPHATE TRIBASIC,Maintenance
17317052105,104690,SODIUM PHOSPHATE TRIBASIC,Maintenance
17317052108,104690,SODIUM PHOSPHATE TRIBASIC,Maintenance
17317121205,104690,SODIUM PHOSPHATE DIBASIC ANHYDROUS,Maintenance
17317121206,104690,SODIUM PHOSPHATE DIBASIC ANHYDROUS,Maintenance
17317121208,104690,SODIUM PHOSPHATE DIBASIC ANHYDROUS,Maintenance
17317146505,104690,SODIUM PHOSPHATE DIBASIC,Maintenance
17317146506,104690,SODIUM PHOSPHATE DIBASIC,Maintenance
17317165701,104690,SODIUM PHOSPHATE DIBASIC,Maintenance
17317165705,104690,SODIUM PHOSPHATE DIBASIC,Maintenance
17317165708,104690,SODIUM PHOSPHATE DIBASIC,Maintenance
17317165801,104690,SODIUM PHOSPHATE MONOBASIC,Maintenance
17317165805,104690,SODIUM PHOSPHATE MONOBASIC,Maintenance
17317165808,104690,SODIUM PHOSPHATE MONOBASIC,Maintenance
38779080701,104690,SODIUM PHOSPHATE,Maintenance
38779080707,104690,SODIUM PHOSPHATE,Maintenance
38779080708,104690,SODIUM PHOSPHATE,Maintenance
38779094301,104690,SODIUM PHOSPHATE MONOBASIC,Maintenance
38779094308,104690,SODIUM PHOSPHATE MONOBASIC,Maintenance
49452692001,104690,SODIUM PHOSPHATE MONOBASIC,Maintenance
49452692002,104690,SODIUM PHOSPHATE MONOBASIC,Maintenance
49452692003,104690,SODIUM PHOSPHATE MONOBASIC,Maintenance
49452692101,104690,SODIUM PHOSPHATE MONOBASIC,Maintenance
49452692102,104690,SODIUM PHOSPHATE MONOBASIC,Maintenance
49452692103,104690,SODIUM PHOSPHATE MONOBASIC,Maintenance
49452692501,104690,SODIUM PHOSPHATE DIBASIC,Maintenance
49452692502,104690,SODIUM PHOSPHATE DIBASIC,Maintenance
49452692503,104690,SODIUM PHOSPHATE DIBASIC,Maintenance
49452692801,104690,SODIUM PHOSPHATE DIBASIC,Maintenance
